time,x,y,radius,v_x,v_y,a_x,a_y,total_energy
129686400.0,-153935183075.29303,-90739856995.77121,178689009835.62753,13458.59942121573,-23594.080062675213,0.003579356721612755,0.0021099160735537103,-373535158.82824486
129729600.0,-153350431610.95242,-91757152449.59222,178705707521.95663,13613.2276315894,-23502.931688297693,0.0035647604424281537,0.0021329725904651103,-373519161.3429874
129772800.0,-152759013828.00372,-92770488779.14307,178722354209.0506,13767.225282702297,-23410.7872723896,0.0035500202755062785,0.002155925911549788,-373503170.5929726
129816000.0,-152160957100.8715,-93779823051.72372,178738949525.46262,13920.586158604168,-23317.651273010648,0.003535136965591139,0.002178775195774881,-373487186.551843
129859200.0,-151556289071.81445,-94785112528.00711,178755493102.07605,14073.304075517706,-23223.52818455317,0.003520111261597721,0.002201519607566692,-373471209.19311714
129902400.0,-150945037649.53165,-95786314663.60359,178771984572.11746,14225.372882018728,-23128.422537506292,0.003504943916572031,0.0022241583168209136,-373455238.4901897
129945600.0,-150327231007.76102,-96783387110.61526,178788423571.16962,14376.78645921464,-23032.33889821963,0.0034896356876512975,0.0022466904989125827,-373439274.4163322
129988800.0,-149702897583.87006,-97776287719.18001,178804809737.18396,14527.538720921177,-22935.281868666607,0.003474187336024328,0.002269115334705765,-373423316.9446969
130032000.0,-149072066077.43927,-98764974539.00528,178821142710.49377,14677.623613837428,-22837.25608620732,0.003458599626891983,0.0022914320105629515,-373407366.04831445
130075200.0,-148434765448.83765,-99749405820.89175,178837422133.82632,14827.035117719162,-22738.266223351,0.003442873329427843,0.002313639718354215,-373391421.7000977
130118400.0,-147791024917.79102,-100729540018.24654,178853647652.3156,14975.767245550445,-22638.316987518097,0.0034270092167389913,0.002335737655466078,-373375483.87284154
130161600.0,-147140873961.9429,-101705335788.58624,178869818913.51443,15123.81404371357,-22537.413120801964,0.0034110080658269807,0.002357725024810151,-373359552.5392255
130204800.0,-146484342315.4081,-102676751995.02974,178885935567.40704,15271.169592157295,-22435.559399730166,0.003394870657548919,0.00237960103483148,-373343627.67181313
130248000.0,-145821459967.31894,-103643747707.78046,178901997266.42084,15417.82800456341,-22332.760635025446,0.003378597776578744,0.002401364899516673,-373327709.2430549
130291200.0,-145152257160.3645,-104606282205.59853,178918003665.4386,15563.783428511611,-22229.021671366325,0.0033621902113686437,0.0024230158384017657,-373311797.22528833
